fixture,team,goals,assists,shots_total_x,shots_on_x,passes_total,accurate_passes,fouls_committed,yellow_cards,red_cards,minutes,tackles,interceptions,shots_accuracy_for,pass_accuracy_team,expected_goals,goals_prevented,possession,corners,shots_total_y,shots_on_y,shots_on,shots_total,dominance_index,goal_conversion_rate,shot_on_target_ratio,control_index,cards_total,fouls_per_90_team,cards_per_90_team,cards_per_foul_team,fouls_per_duel_team,aggression_index_raw,aggression_index_norm,avg_goals_last_5,avg_cards_last_5,form_index_team
Metz vs Marseille,Marseille,3.0,3.0,19.0,9.0,639,586.0,7.0,0,0,997,13.0,10.0,0.47368421052631576,0.917057902973396,2.71,0,0.62,4,21,9,0,0,0.323,0,0,0.7039417955233953,0,7.0,0,0.0,0.30434782608695654,3.5608695652173914,0.17087823913150038,2.6,1.2,0.9400000000000001
Nice vs Marseille,Marseille,5.0,4.0,12.0,11.0,467,412.0,10.0,1,0,989,12.0,13.0,0.9166666666666666,0.8822269807280514,2.86,0,0.47000000000000003,6,13,11,0,0,0.3005,0,0,0.6589269460215181,1,10.0,1,0.1,0.4,5.38,0.32335669820106855,2.6,1.2,0.9400000000000001
Paris FC vs Marseille,Marseille,2.0,1.0,13.0,4.0,464,397.0,15.0,4,0,990,12.0,8.0,0.3076923076923077,0.8556034482758621,2.63,0,0.48,4,18,4,0,0,0.267,0,0,0.6196977486027628,4,15.0,4,0.26666666666666666,0.75,8.85,0.614210087740797,3.0,1.4,1.08
Paris Saint Germain vs Marseille,Marseille,0.0,0.0,5.0,3.0,395,321.0,18.0,2,0,990,14.0,8.0,0.6,0.8126582278481013,0.66,-2,0.42,2,9,3,0,0,0.20550000000000002,0,0,0.5521242209576898,2,18.0,2,0.1111111111111111,0.8181818181818182,9.763636363636364,0.6907905583950876,2.4,1.8,0.6599999999999999
Rennes vs Marseille,Marseille,0.0,0.0,15.0,2.0,718,658.0,11.0,3,0,1004,15.0,4.0,0.13333333333333333,0.9164345403899722,1.71,0,0.72,12,24,2,0,0,0.5129999999999999,0,0,0.8277891356384112,3,11.0,3,0.2727272727272727,0.5789473684210527,6.515789473684211,0.4185579138277536,2.0,2.0,0.4
Strasbourg vs Marseille,Marseille,2.0,0.0,14.0,9.0,588,518.0,15.0,4,0,1002,14.0,6.0,0.6428571428571429,0.8809523809523809,2.02,0,0.6000000000000001,4,16,9,0,0,0.31500000000000006,0,0,0.6702927042376584,4,15.0,4,0.26666666666666666,0.75,8.85,0.614210087740797,1.8,2.8,0.06000000000000005
Angers vs Metz,Metz,0.0,0.0,2.0,0.0,328,262.0,11.0,2,1,914,13.0,10.0,0.0,0.7987804878048781,0.45,0,0.33,3,5,0,0,0,0.18825,0,0,0.5371960542999926,3,11.0,3,0.2727272727272727,0.4782608695652174,6.495652173913044,0.4168700170281508,0.0,3.0,-0.8999999999999999
Auxerre vs Metz,Metz,1.0,0.0,5.0,3.0,545,486.0,12.0,1,0,995,14.0,4.0,0.6,0.8917431192660551,0.55,0,0.61,3,5,3,0,0,0.30025,0,0,0.6500382262996942,1,12.0,1,0.08333333333333333,0.6666666666666666,6.433333333333334,0.411646487917259,0.5,2.0,-0.35
Lille vs Metz,Metz,1.0,1.0,9.0,4.0,317,249.0,12.0,2,0,1010,9.0,5.0,0.4444444444444444,0.7854889589905363,1.29,-1,0.38,8,10,4,0,0,0.30200000000000005,0,0,0.589686375519733,2,12.0,2,0.16666666666666666,0.8571428571428571,6.771428571428571,0.4399854348876456,0.6666666666666666,2.0,-0.26666666666666666
Lorient vs Metz,Metz,1.0,1.0,5.0,2.0,581,522.0,8.0,2,0,1004,12.0,11.0,0.4,0.8984509466437177,0.41000000000000003,0,0.5700000000000001,4,8,2,0,0,0.30300000000000005,0,0,0.6769013143004522,2,8.0,2,0.25,0.34782608695652173,4.669565217391304,0.2638084663369016,0.75,2.0,-0.22499999999999998
Lyon vs Metz,Metz,0.0,0.0,5.0,2.0,485,442.0,15.0,2,0,990,15.0,2.0,0.4,0.911340206185567,0.56,0,0.47000000000000003,3,11,2,0,0,0.24425000000000002,0,0,0.6414881459062391,2,15.0,2,0.13333333333333333,0.8823529411764706,8.276470588235293,0.566137184740079,0.6,2.0,-0.3
Metz vs Angers,Metz,1.0,1.0,6.0,5.0,542,481.0,10.0,0,0,999,25.0,6.0,0.8333333333333334,0.8874538745387454,1.71,2,0.55,4,9,5,0,0,0.29500000000000004,0,0,0.6594761727433789,0,10.0,0,0.0,0.3225806451612903,5.064516129032258,0.29691302292265875,0.8,1.4,-0.019999999999999962
Metz vs Le Havre,Metz,0.0,0.0,5.0,0.0,421,376.0,16.0,2,0,995,18.0,4.0,0.0,0.8931116389548693,0.47000000000000003,0,0.53,4,7,0,0,0,0.28700000000000003,0,0,0.6253019968474653,2,16.0,2,0.125,0.7272727272727273,8.745454545454544,0.605447148312694,0.6,1.6,-0.18
Metz vs Lens,Metz,2.0,1.0,15.0,7.0,456,392.0,15.0,3,1,990,18.0,10.0,0.4666666666666667,0.8596491228070176,3.42,0,0.46,2,16,7,0,0,0.22150000000000003,0,0,0.5942741026879125,4,15.0,4,0.26666666666666666,0.5357142857142857,8.807142857142857,0.6106178268572269,0.8,2.0,-0.19999999999999996
Metz vs Lille,Metz,0.0,0.0,5.0,2.0,318,254.0,12.0,1,0,997,18.0,10.0,0.4,0.7987421383647799,0.63,0,0.42,1,6,2,0,0,0.18675,0,0,0.5091187756044083,1,12.0,1,0.08333333333333333,0.42857142857142855,6.385714285714285,0.40765508693551433,0.6,1.8,-0.24000000000000005
Metz vs Lyon,Metz,2.0,1.0,8.0,6.0,470,404.0,10.0,1,0,996,7.0,8.0,0.75,0.8595744680851064,1.3,0,0.53,6,15,6,0,0,0.3245,0,0,0.648518120892706,1,10.0,1,0.1,0.6666666666666666,5.433333333333334,0.32782706730062255,1.0,1.6,0.020000000000000018
Metz vs Marseille,Metz,0.0,0.0,3.0,1.0,375,322.0,8.0,0,0,990,10.0,6.0,0.3333333333333333,0.8586666666666667,0.16,0,0.38,4,4,1,0,0,0.22700000000000004,0,0,0.5940122324159022,0,8.0,0,0.0,0.5,4.1,0.2160678398117739,0.8,1.6,-0.07999999999999996
Metz vs Nice,Metz,2.0,1.0,6.0,2.0,421,351.0,12.0,2,0,995,16.0,7.0,0.3333333333333333,0.833729216152019,1.58,0,0.49,6,9,2,0,0,0.3085,0,0,0.6206107854460401,2,12.0,2,0.16666666666666666,0.5217391304347826,6.7043478260869565,0.4343627656785793,1.2,1.6,0.12
Metz vs Paris Saint Germain,Metz,2.0,1.0,6.0,5.0,461,395.0,10.0,2,0,1014,21.0,5.0,0.8333333333333334,0.8568329718004338,0.62,0,0.41000000000000003,4,9,5,0,0,0.23900000000000005,0,0,0.6193950791723882,2,10.0,2,0.2,0.38461538461538464,5.676923076923076,0.3482446184764698,1.2,1.2,0.24
Metz vs Rennes,Metz,0.0,0.0,11.0,5.0,482,414.0,9.0,0,0,990,13.0,10.0,0.45454545454545453,0.8589211618257261,1.02,0,0.52,6,16,5,0,0,0.3205,0,0,0.6518611925336582,0,9.0,0,0.0,0.391304347826087,4.578260869565217,0.2561553888023392,1.2,1.0,0.3
Metz vs Strasbourg,Metz,0.0,0.0,2.0,0.0,349,272.0,16.0,2,0,1006,25.0,10.0,0.0,0.7793696275071633,0.30000000000000004,0,0.38,3,2,0,0,0,0.20825000000000002,0,0,0.533912642499759,2,16.0,2,0.125,0.45714285714285713,8.69142857142857,0.6009187224715874,0.8,1.2,0.040000000000000036
Monaco vs Metz,Metz,2.0,1.0,5.0,3.0,542,457.0,6.0,0,0,988,23.0,9.0,0.6,0.8431734317343174,2.16,-1,0.5700000000000001,5,8,3,0,0,0.32175000000000004,0,0,0.6498359513411648,0,6.0,0,0.0,0.1875,3.0375,0.12700970540659773,1.2,1.2,0.24
Nantes vs Metz,Metz,2.0,1.0,13.0,7.0,336,275.0,8.0,3,0,988,25.0,8.0,0.5384615384615384,0.8184523809523809,1.34,0,0.48,5,14,7,0,0,0.28575,0,0,0.5744784840541721,3,8.0,3,0.375,0.24242424242424243,4.948484848484849,0.28718734821376857,1.2,1.4,0.18
Paris FC vs Metz,Metz,2.0,2.0,9.0,2.0,465,409.0,8.0,1,1,978,16.0,5.0,0.2222222222222222,0.8795698924731182,1.84,0,0.49,6,14,2,0,0,0.3085,0,0,0.6569867810989445,2,8.0,2,0.25,0.38095238095238093,4.676190476190476,0.2643637916908835,1.2,1.4,0.18
Stade Brestois 29 vs Metz,Metz,1.0,1.0,6.0,3.0,406,331.0,8.0,3,0,990,8.0,5.0,0.5,0.8152709359605911,1.05,0,0.44,2,7,3,0,0,0.21350000000000002,0,0,0.5567944893870234,3,8.0,3,0.375,0.6153846153846154,5.023076923076923,0.2934396126886691,1.4,2.0,0.09999999999999998
Strasbourg vs Metz,Metz,1.0,0.0,6.0,2.0,523,462.0,12.0,3,0,988,21.0,5.0,0.3333333333333333,0.8833652007648184,1.08,0,0.52,1,9,2,0,0,0.22675,0,0,0.6141214383028984,3,12.0,3,0.25,0.46153846153846156,6.992307692307692,0.45849939482604546,1.6,2.2,0.14
Toulouse vs Metz,Metz,0.0,0.0,2.0,2.0,608,545.0,11.0,1,1,953,19.0,5.0,1.0,0.8963815789473685,0.08,0,0.64,1,2,2,0,0,0.27475,0,0,0.6466235111862224,2,11.0,2,0.18181818181818182,0.4583333333333333,6.191666666666666,0.39139012793490513,1.2,2.6,-0.18000000000000005
Angers vs Monaco,Monaco,1.0,1.0,8.0,4.0,568,488.0,14.0,2,0,1002,18.0,10.0,0.5,0.8591549295774648,1.8800000000000001,0,0.58,3,11,4,0,0,0.28825,0,0,0.6407777705991299,2,14.0,2,0.14285714285714285,0.5,7.699999999999999,0.5178177540316651,1.0,2.0,-0.09999999999999998
Auxerre vs Monaco,Monaco,2.0,2.0,9.0,3.0,574,486.0,19.0,6,0,989,17.0,8.0,0.3333333333333333,0.8466898954703833,1.42,0,0.67,8,13,3,0,0,0.41800000000000004,0,0,0.6988801159309103,6,19.0,6,0.3157894736842105,0.76,11.452,0.832308220185285,1.5,4.0,-0.44999999999999996
Le Havre vs Monaco,Monaco,0.0,0.0,9.0,2.0,402,334.0,20.0,3,0,990,15.0,13.0,0.2222222222222222,0.8308457711442786,0.5,0,0.53,6,10,2,0,0,0.3245,0,0,0.6133586653886531,3,20.0,3,0.15,0.7142857142857143,11.042857142857143,0.7980141029501355,1.0,3.6666666666666665,-0.5999999999999999
Lille vs Monaco,Monaco,0.0,0.0,5.0,1.0,425,338.0,14.0,2,0,999,14.0,11.0,0.2,0.7952941176470588,1.25,0,0.5,3,6,1,0,0,0.25625,0,0,0.565116477783774,2,14.0,2,0.14285714285714285,0.56,7.712,0.5188235870790647,0.75,3.25,-0.6
Lorient vs Monaco,Monaco,1.0,0.0,5.0,2.0,570,516.0,11.0,3,1,938,15.0,8.0,0.4,0.9052631578947369,0.92,0,0.53,4,5,2,0,0,0.28700000000000003,0,0,0.6769435055528731,4,11.0,4,0.36363636363636365,0.4782608695652174,6.7956521739130435,0.44201584321314175,0.8,3.4,-0.62
Marseille vs Monaco,Monaco,0.0,0.0,11.0,7.0,348,285.0,11.0,1,0,998,14.0,17.0,0.6363636363636364,0.8189655172413793,2.21,1,0.42,7,18,7,0,0,0.29925,0,0,0.6034047769693135,1,11.0,1,0.09090909090909091,0.3548387096774194,5.870967741935484,0.3645093298715591,0.6,3.2,-0.6599999999999999
Monaco vs Le Havre,Monaco,2.0,2.0,8.0,3.0,725,643.0,5.0,0,0,999,11.0,8.0,0.375,0.886896551724138,1.76,-1,0.74,5,13,3,0,0,0.38975,0,0,0.7276608140883687,0,5.0,0,0.0,0.2631578947368421,2.5526315789473686,0.08636831527866283,0.6,2.0,-0.3
Monaco vs Lens,Monaco,1.0,0.0,12.0,6.0,460,388.0,15.0,1,1,945,20.0,8.0,0.5,0.8434782608695652,2.83,1,0.5,5,16,6,0,0,0.29375,0,0,0.6249119133094003,2,15.0,2,0.13333333333333333,0.5357142857142857,8.207142857142857,0.5603261744872451,0.8,1.8,-0.14
Monaco vs Lorient,Monaco,1.0,0.0,12.0,7.0,582,527.0,16.0,1,0,989,17.0,4.0,0.5833333333333334,0.9054982817869416,1.25,1,0.62,4,14,7,0,0,0.323,0,0,0.6807307922696176,1,16.0,1,0.0625,0.7619047619047619,8.452380952380953,0.5808818895432297,1.0,1.6,0.020000000000000018
Monaco vs Lyon,Monaco,1.0,1.0,3.0,2.0,371,303.0,14.0,2,1,970,13.0,14.0,0.6666666666666666,0.816711590296496,0.6900000000000001,0,0.45,7,6,2,0,0,0.31125,0,0,0.6093114526406027,3,14.0,3,0.21428571428571427,0.5185185185185185,8.003703703703705,0.5432740225152363,1.0,1.4,0.08000000000000002
Monaco vs Metz,Monaco,4.0,4.0,13.0,6.0,410,342.0,15.0,1,0,990,24.0,13.0,0.46153846153846156,0.8341463414634146,3.5,-1,0.43,4,16,6,0,0,0.247,0,0,0.5924554337286492,1,15.0,1,0.06666666666666667,0.40540540540540543,7.8810810810810805,0.5329958653325154,1.8,1.4,0.48000000000000004
Monaco vs Nice,Monaco,2.0,0.0,16.0,6.0,527,448.0,10.0,1,0,990,12.0,5.0,0.375,0.8500948766603416,2.98,0,0.66,6,20,6,0,0,0.3765,0,0,0.6612095178408741,1,10.0,1,0.1,0.5882352941176471,5.417647058823529,0.3265122528595772,1.8,1.6,0.42000000000000004
Monaco vs Paris FC,Monaco,0.0,0.0,6.0,1.0,517,422.0,10.0,3,0,990,15.0,16.0,0.16666666666666666,0.816247582205029,0.61,0,0.55,3,10,1,0,0,0.27625,0,0,0.6037277666376827,3,10.0,3,0.3,0.3225806451612903,5.964516129032258,0.3723505014776316,1.6,1.8,0.26
Monaco vs Paris Saint Germain,Monaco,1.0,1.0,7.0,5.0,407,316.0,10.0,3,1,994,16.0,15.0,0.7142857142857143,0.7764127764127764,0.52,0,0.43,4,10,5,0,0,0.247,0,0,0.5626712200106696,4,10.0,4,0.4,0.3225806451612903,6.264516129032258,0.3974963276626225,1.6,2.4,0.08000000000000007
Monaco vs Rennes,Monaco,4.0,4.0,11.0,6.0,418,331.0,15.0,1,0,990,20.0,12.0,0.5454545454545454,0.7918660287081339,2.21,-1,0.46,5,14,6,0,0,0.27775000000000005,0,0,0.586261760531437,1,15.0,1,0.06666666666666667,0.46875,7.89375,0.5340577667761384,2.2,2.0,0.5000000000000001
Monaco vs Strasbourg,Monaco,3.0,2.0,8.0,4.0,383,321.0,12.0,1,0,1001,23.0,10.0,0.5,0.8381201044386423,1.94,0,0.43,6,12,4,0,0,0.2845,0,0,0.611185434482318,1,12.0,1,0.08333333333333333,0.36363636363636365,6.372727272727272,0.40656652303140217,2.0,2.0,0.4
Monaco vs Toulouse,Monaco,1.0,1.0,9.0,5.0,418,322.0,15.0,3,0,990,23.0,12.0,0.5555555555555556,0.7703349282296651,3.08,1,0.54,2,14,5,0,0,0.2535,0,0,0.5379962102922026,3,15.0,3,0.2,0.42857142857142855,8.485714285714286,0.5836758702304509,1.8,2.4,0.18000000000000005
Nantes vs Monaco,Monaco,5.0,4.0,16.0,9.0,396,328.0,17.0,7,0,990,23.0,12.0,0.5625,0.8282828282828283,4.31,0,0.52,3,19,9,0,0,0.26425,0,0,0.5727423315726068,7,17.0,7,0.4117647058823529,0.4857142857142857,10.697142857142858,0.7690365318226697,2.8,3.2,0.43999999999999995
Nice vs Monaco,Monaco,0.0,0.0,8.0,2.0,433,337.0,11.0,2,0,990,26.0,11.0,0.25,0.7782909930715936,0.62,0,0.56,6,10,2,0,0,0.3365,0,0,0.5965613986764695,2,11.0,2,0.18181818181818182,0.2972972972972973,6.159459459459459,0.38869053848711704,2.6,2.8,0.4600000000000001
Rennes vs Monaco,Monaco,1.0,1.0,5.0,3.0,486,431.0,13.0,1,1,972,16.0,16.0,0.6,0.8868312757201646,1.33,0,0.5,6,13,3,0,0,0.3125,0,0,0.6670394910710915,2,13.0,2,0.15384615384615385,0.40625,7.1812499999999995,0.4743364295867849,2.0,3.0,0.10000000000000009
Stade Brestois 29 vs Monaco,Monaco,0.0,0.0,9.0,2.0,476,390.0,15.0,4,0,996,11.0,11.0,0.2222222222222222,0.819327731092437,0.6000000000000001,0,0.6000000000000001,3,10,2,0,0,0.29625,0,0,0.5927296147816924,4,15.0,4,0.26666666666666666,0.6818181818181818,8.836363636363636,0.6130670956414792,1.4,3.6,-0.3800000000000001
Angers vs Nantes,Nantes,1.0,1.0,6.0,4.0,406,326.0,13.0,2,0,990,13.0,8.0,0.6666666666666666,0.8029556650246306,0.35000000000000003,0,0.46,3,7,4,0,0,0.24025000000000002,0,0,0.5631368539190431,2,13.0,2,0.15384615384615385,0.6190476190476191,7.223809523809523,0.4779037442142191,1.0,2.0,-0.09999999999999998
Le Havre vs Nantes,Nantes,1.0,1.0,2.0,2.0,266,189.0,13.0,3,0,997,16.0,2.0,1.0,0.7105263157894737,0.21,0,0.35000000000000003,3,5,2,0,0,0.19625,0,0,0.4741087236439723,3,13.0,3,0.23076923076923078,0.7222222222222222,7.544444444444445,0.5047791774912995,1.0,2.5,-0.25
Lorient vs Nantes,Nantes,1.0,1.0,8.0,2.0,419,352.0,18.0,5,0,990,17.0,8.0,0.25,0.8400954653937948,1.42,0,0.43,4,10,2,0,0,0.247,0,0,0.5981822892718209,5,18.0,5,0.2777777777777778,0.72,10.644,0.7645821283270428,1.0,3.3333333333333335,-0.5
Lyon vs Nantes,Nantes,0.0,0.0,6.0,2.0,243,175.0,9.0,2,1,963,9.0,4.0,0.3333333333333333,0.720164609053498,0.86,0,0.28,0,6,2,0,0,0.11200000000000002,0,0,0.4343942311322536,3,9.0,3,0.3333333333333333,0.6923076923076923,5.538461538461539,0.33663885254493564,0.75,3.25,-0.6
Marseille vs Nantes,Nantes,2.0,0.0,11.0,9.0,380,325.0,20.0,3,0,990,23.0,12.0,0.8181818181818182,0.8552631578947368,3.63,0,0.44,3,15,9,0,0,0.23225,0,0,0.5813395300177048,3,20.0,3,0.15,0.5714285714285714,11.014285714285714,0.7956192623610887,1.0,3.2,-0.45999999999999996
Nantes vs Auxerre,Nantes,1.0,1.0,3.0,3.0,345,270.0,13.0,1,0,1000,14.0,8.0,1.0,0.782608695652174,0.48,0,0.43,3,4,3,0,0,0.22825,0,0,0.5343089349820502,1,13.0,1,0.07692307692307693,0.5909090909090909,6.918181818181818,0.452286207004113,1.0,3.0,-0.3999999999999999
Nantes vs Lens,Nantes,1.0,0.0,8.0,4.0,287,216.0,8.0,2,0,995,20.0,7.0,0.5,0.7526132404181185,1.19,0,0.34,1,10,4,0,0,0.15475,0,0,0.4765742043069186,2,8.0,2,0.25,0.2962962962962963,4.659259259259259,0.2629446268973743,1.0,2.8,-0.33999999999999997
Nantes vs Lille,Nantes,0.0,0.0,6.0,3.0,295,220.0,12.0,1,0,997,17.0,5.0,0.5,0.7457627118644068,0.45,0,0.37,5,8,3,0,0,0.24175,0,0,0.5255954232104909,1,12.0,1,0.08333333333333333,0.5454545454545454,6.409090909090909,0.40961450196291627,0.8,2.0,-0.19999999999999996
Nantes vs Lorient,Nantes,1.0,0.0,6.0,1.0,496,419.0,17.0,1,0,990,12.0,4.0,0.16666666666666666,0.844758064516129,0.84,0,0.56,1,9,1,0,0,0.24275000000000002,0,0,0.5865609894446088,1,17.0,1,0.058823529411764705,1.0625,9.012500000000001,0.6278307435910006,1.0,1.6,0.020000000000000018
Nantes vs Lyon,Nantes,0.0,0.0,10.0,2.0,436,363.0,13.0,4,0,1000,22.0,13.0,0.2,0.8325688073394495,0.76,0,0.54,5,13,2,0,0,0.30975,0,0,0.612117737003058,4,13.0,4,0.3076923076923077,0.37142857142857144,7.774285714285714,0.5240443395631866,0.6,1.8,-0.24000000000000005
Nantes vs Metz,Nantes,0.0,0.0,10.0,4.0,363,302.0,8.0,1,0,1004,11.0,5.0,0.4,0.8319559228650137,0.81,0,0.52,8,16,4,0,0,0.358,0,0,0.6269871357444334,1,8.0,1,0.125,0.5,4.3999999999999995,0.24121366599676483,0.4,1.8,-0.34
Nantes vs Monaco,Nantes,3.0,1.0,13.0,5.0,370,286.0,13.0,3,0,990,16.0,11.0,0.38461538461538464,0.772972972972973,1.62,0,0.48,1,18,5,0,0,0.21075,0,0,0.5121363335812876,3,13.0,3,0.23076923076923078,0.48148148148148145,7.496296296296297,0.5007434276097578,0.8,2.0,-0.19999999999999996
Nantes vs Nice,Nantes,1.0,1.0,16.0,5.0,447,337.0,11.0,2,0,995,22.0,8.0,0.3125,0.7539149888143176,1.59,0,0.56,4,20,5,0,0,0.29900000000000004,0,0,0.5636547421135809,2,11.0,2,0.18181818181818182,0.36666666666666664,6.173333333333333,0.38985343855693344,1.0,2.2,-0.16000000000000003
Nantes vs Paris FC,Nantes,1.0,1.0,4.0,1.0,465,398.0,16.0,1,0,990,16.0,5.0,0.25,0.8559139784946237,0.36,0,0.48,1,5,1,0,0,0.21075,0,0,0.5826588241096972,1,16.0,1,0.0625,0.7619047619047619,8.452380952380953,0.5808818895432297,1.0,2.2,-0.16000000000000003
Nantes vs Paris Saint Germain,Nantes,0.0,0.0,5.0,0.0,304,224.0,6.0,1,0,995,23.0,8.0,0.0,0.7368421052631579,0.14,0,0.29,2,5,0,0,0,0.1535,0,0,0.4863874134878481,1,6.0,1,0.16666666666666666,0.1935483870967742,3.3387096774193545,0.15225692605201196,1.0,1.6,0.020000000000000018
Nantes vs Rennes,Nantes,2.0,1.0,10.0,4.0,358,289.0,14.0,2,0,989,13.0,11.0,0.4,0.8072625698324022,2.11,0,0.43,4,16,4,0,0,0.247,0,0,0.5631114072403601,2,14.0,2,0.14285714285714285,0.5833333333333334,7.716666666666666,0.5192147443752757,1.4,1.8,0.15999999999999992
Nice vs Nantes,Nantes,0.0,0.0,10.0,3.0,348,275.0,14.0,0,0,1006,12.0,6.0,0.3,0.7902298850574713,0.75,0,0.41000000000000003,4,14,3,0,0,0.23900000000000005,0,0,0.5515369608773595,0,14.0,0,0.0,0.7777777777777778,7.155555555555556,0.4721827361403853,0.8,1.2,0.040000000000000036
Paris FC vs Nantes,Nantes,2.0,1.0,8.0,3.0,270,205.0,13.0,2,0,1000,12.0,4.0,0.375,0.7592592592592593,0.9,0,0.32,2,11,3,0,0,0.1655,0,0,0.4871984369690792,2,13.0,2,0.15384615384615385,0.8125,7.262499999999999,0.4811467575118866,1.0,1.2,0.14
Stade Brestois 29 vs Nantes,Nantes,0.0,0.0,4.0,0.0,390,328.0,12.0,1,0,998,13.0,7.0,0.0,0.841025641025641,0.15,1,0.49,3,6,0,0,0,0.25225,0,0,0.5772788755586921,1,12.0,1,0.08333333333333333,0.6,6.42,0.4105288956423705,0.8,1.2,0.040000000000000036
Strasbourg vs Nantes,Nantes,0.0,0.0,4.0,2.0,474,394.0,9.0,2,0,1004,21.0,6.0,0.5,0.8312236286919831,0.44,0,0.51,6,9,2,0,0,0.3165,0,0,0.6355659427863585,2,9.0,2,0.2222222222222222,0.3333333333333333,5.166666666666666,0.30547522180285275,0.8,1.4,-0.019999999999999962
Toulouse vs Nantes,Nantes,2.0,1.0,6.0,2.0,498,427.0,12.0,3,0,1004,17.0,6.0,0.3333333333333333,0.857429718875502,1.46,0,0.54,4,12,2,0,0,0.29100000000000004,0,0,0.6310084374194024,3,12.0,3,0.25,0.5217391304347826,7.004347826086957,0.45950859186357024,0.8,1.6,-0.07999999999999996
Le Havre vs Nice,Nice,1.0,1.0,5.0,3.0,475,406.0,16.0,4,0,990,11.0,6.0,0.6,0.8547368421052631,0.63,0,0.59,5,7,3,0,0,0.32975,0,0,0.635128359890552,4,16.0,4,0.25,0.9411764705882353,9.388235294117646,0.659324658249163,1.0,4.0,-0.7
Lens vs Nice,Nice,0.0,0.0,6.0,4.0,493,421.0,13.0,2,0,990,18.0,14.0,0.6666666666666666,0.8539553752535497,0.76,-1,0.54,5,8,4,0,0,0.30975,0,0,0.6402422136206587,2,13.0,2,0.15384615384615385,0.40625,7.1812499999999995,0.4743364295867849,0.5,3.0,-0.6499999999999999
Lorient vs Nice,Nice,0.0,0.0,5.0,2.0,560,486.0,11.0,2,0,990,11.0,8.0,0.4,0.8678571428571429,0.8200000000000001,0,0.5700000000000001,7,9,2,0,0,0.35925000000000007,0,0,0.6926823940585408,2,11.0,2,0.18181818181818182,0.5789473684210527,6.21578947368421,0.3934120876427626,0.3333333333333333,2.6666666666666665,-0.6333333333333333
Metz vs Nice,Nice,1.0,1.0,9.0,4.0,435,390.0,19.0,4,0,997,13.0,11.0,0.4444444444444444,0.896551724137931,0.9500000000000001,0,0.51,3,11,4,0,0,0.26025,0,0,0.6188033850047453,4,19.0,4,0.21052631578947367,0.7916666666666666,10.858333333333333,0.7825474241458751,0.5,3.0,-0.6499999999999999
Monaco vs Nice,Nice,2.0,1.0,4.0,2.0,272,186.0,9.0,3,1,934,14.0,10.0,0.5,0.6838235294117647,1.15,0,0.34,7,9,2,0,0,0.26725,0,0,0.5125921928404389,4,9.0,4,0.4444444444444444,0.375,5.775,0.35646536934464,0.8,3.2,-0.5599999999999999
Nantes vs Nice,Nice,4.0,2.0,7.0,4.0,363,264.0,15.0,3,0,988,24.0,18.0,0.5714285714285714,0.7272727272727273,1.12,0,0.44,2,7,4,0,0,0.21350000000000002,0,0,0.49964553794829025,3,15.0,3,0.2,0.35714285714285715,8.471428571428572,0.5824784499359276,1.4,3.0,-0.19999999999999996
Nice vs Angers,Nice,0.0,0.0,11.0,3.0,517,429.0,11.0,1,1,953,17.0,7.0,0.2727272727272727,0.8297872340425532,1.31,1,0.5,4,13,3,0,0,0.275,0,0,0.6229975925564448,2,11.0,2,0.18181818181818182,0.4583333333333333,6.191666666666666,0.39139012793490513,1.4,3.0,-0.19999999999999996
Nice vs Auxerre,Nice,2.0,2.0,15.0,6.0,473,412.0,10.0,2,0,989,12.0,10.0,0.4,0.8710359408033826,1.94,0,0.55,5,16,6,0,0,0.31375000000000003,0,0,0.6426662884445048,2,10.0,2,0.2,0.45454545454545453,5.6909090909090905,0.34941691806551367,1.8,3.0,1.1102230246251565e-16
Nice vs Lille,Nice,2.0,1.0,8.0,4.0,290,223.0,11.0,3,0,996,12.0,9.0,0.5,0.7689655172413793,1.77,0,0.32,2,8,4,0,0,0.1655,0,0,0.49816777391120953,3,11.0,3,0.2727272727272727,0.5238095238095238,6.504761904761905,0.4176335893898758,2.0,2.8,0.16000000000000003
Nice vs Lyon,Nice,3.0,3.0,5.0,4.0,252,192.0,10.0,1,0,990,15.0,11.0,0.8,0.7619047619047619,0.6000000000000001,-1,0.31,1,5,4,0,0,0.14275,0,0,0.4705166011358672,1,10.0,1,0.1,0.38461538461538464,5.3769230769230765,0.32309879229147886,2.2,2.2,0.44000000000000006
Nice vs Marseille,Nice,1.0,1.0,10.0,7.0,507,454.0,9.0,2,0,990,8.0,7.0,0.7,0.8954635108481263,1.19,0,0.53,8,15,7,0,0,0.362,0,0,0.7027776269836962,2,9.0,2,0.2222222222222222,0.6,5.22,0.30994559090240675,1.6,2.0,0.20000000000000007
Nice vs Monaco,Nice,0.0,0.0,10.0,3.0,327,241.0,10.0,2,0,1003,15.0,12.0,0.3,0.7370030581039755,0.5700000000000001,0,0.44,8,13,3,0,0,0.326,0,0,0.5685015290519877,2,10.0,2,0.2,0.37037037037037035,5.674074074074074,0.3480058167083313,1.6,2.0,0.20000000000000007
Nice vs Nantes,Nice,1.0,1.0,16.0,8.0,489,421.0,16.0,2,0,990,16.0,7.0,0.5,0.8609406952965235,1.75,0,0.59,7,19,8,0,0,0.36724999999999997,0,0,0.6675116320519315,2,16.0,2,0.125,0.6956521739130435,8.739130434782608,0.6049170650202568,1.4,2.0,0.09999999999999998
